visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P001,family,6,2025-10-10T01:42:34.972055,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P002,impatient,8,2025-10-10T01:42:35.387995,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P008,adventurer,9,2025-10-10T01:42:35.614933,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P009,family,11,2025-10-10T01:42:36.071325,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P010,impatient,10,2025-10-10T01:42:35.841127,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P012,adventurer,6,2025-10-10T01:42:34.972141,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P013,family,11,2025-10-10T01:42:36.071338,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P018,impatient,8,2025-10-10T01:42:35.388087,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P028,adventurer,9,2025-10-10T01:42:35.615035,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P029,family,11,2025-10-10T01:42:36.071422,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P032,adventurer,9,2025-10-10T01:42:35.615054,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P035,explorer,9,2025-10-10T01:42:35.615068,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P036,adventurer,9,2025-10-10T01:42:35.615072,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P040,adventurer,9,2025-10-10T01:42:35.615107,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P044,adventurer,9,2025-10-10T01:42:35.615136,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P049,family,11,2025-10-10T01:42:36.071498,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P053,family,11,2025-10-10T01:42:36.071513,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
