step,timestamp,event_type,entity_id,details
2,2025-10-03T13:05:26.204719,patron_state_change,P000,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
2,2025-10-03T13:05:26.204734,patron_state_change,P003,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204736,patron_state_change,P004,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204739,patron_state_change,P011,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204741,patron_state_change,P012,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204743,patron_state_change,P014,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204745,patron_state_change,P024,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204747,patron_state_change,P031,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
2,2025-10-03T13:05:26.204749,patron_state_change,P052,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204751,patron_state_change,P053,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
2,2025-10-03T13:05:26.204752,patron_state_change,P057,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
3,2025-10-03T13:05:26.393282,patron_state_change,P000,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
3,2025-10-03T13:05:26.393295,patron_state_change,P001,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
3,2025-10-03T13:05:26.393297,patron_state_change,P003,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
3,2025-10-03T13:05:26.393299,patron_state_change,P006,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
