visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P001,family,6,2025-10-10T01:48:07.526674,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P002,impatient,8,2025-10-10T01:48:07.945476,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P008,adventurer,9,2025-10-10T01:48:08.166493,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P009,family,11,2025-10-10T01:48:08.608248,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P010,impatient,10,2025-10-10T01:48:08.387327,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P012,adventurer,6,2025-10-10T01:48:07.526746,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P013,family,11,2025-10-10T01:48:08.608259,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P018,impatient,8,2025-10-10T01:48:07.945604,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P028,adventurer,9,2025-10-10T01:48:08.166601,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P029,family,11,2025-10-10T01:48:08.608340,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P032,adventurer,9,2025-10-10T01:48:08.166620,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P035,explorer,9,2025-10-10T01:48:08.166636,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P036,adventurer,9,2025-10-10T01:48:08.166639,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P040,adventurer,9,2025-10-10T01:48:08.166663,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P044,adventurer,9,2025-10-10T01:48:08.166685,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P049,family,11,2025-10-10T01:48:08.608413,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P053,family,11,2025-10-10T01:48:08.608429,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
