visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P000,adventurer,24,2025-10-11T03:27:41.020644,joined_queue,Ride1,8,,"{""ride_name"": ""Ride1"", ""queue_position"": 8}"
P000,adventurer,35,2025-10-11T03:27:41.171104,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 35, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 14}"
P000,adventurer,64,2025-10-11T03:27:41.872308,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P000,adventurer,99,2025-10-11T03:27:42.200224,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P000,adventurer,118,2025-10-11T03:27:42.375473,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P000,adventurer,129,2025-10-11T03:27:42.467097,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 129, ""ride_id"": ""Ride1"", ""queue_len"": 8, ""patience_at_leave"": 14}"
P000,adventurer,130,2025-10-11T03:27:42.476348,joined_queue,Ride1,9,,"{""ride_name"": ""Ride1"", ""queue_position"": 9}"
P000,adventurer,137,2025-10-11T03:27:42.579782,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 137, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 12}"
P000,adventurer,143,2025-10-11T03:27:42.667187,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P000,adventurer,146,2025-10-11T03:27:42.695256,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P000,adventurer,181,2025-10-11T03:27:42.752832,joined_queue,Ride1,8,,"{""ride_name"": ""Ride1"", ""queue_position"": 8}"
P000,adventurer,187,2025-10-11T03:27:42.761120,boarded_ride,Ride1,,6,"{""ride_name"": ""Ride1""}"
P001,family,48,2025-10-11T03:27:41.461377,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P001,family,56,2025-10-11T03:27:41.671777,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 56, ""ride_id"": ""Ride2"", ""queue_len"": 7, ""patience_at_leave"": 10}"
P001,family,70,2025-10-11T03:27:41.947526,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P001,family,77,2025-10-11T03:27:42.011599,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 77, ""ride_id"": ""Ride2"", ""queue_len"": 8, ""patience_at_leave"": 8}"
P001,family,83,2025-10-11T03:27:42.065261,joined_queue,Ride2,8,,"{""ride_name"": ""Ride2"", ""queue_position"": 8}"
P001,family,88,2025-10-11T03:27:42.109360,boarded_ride,Ride2,,5,"{""ride_name"": ""Ride2""}"
P001,family,130,2025-10-11T03:27:42.477377,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P002,impatient,101,2025-10-11T03:27:42.224770,departed,,,,"{""total_rides"": 0}"
P003,explorer,23,2025-10-11T03:27:41.016917,joined_queue,Ride1,2,,"{""ride_name"": ""Ride1"", ""queue_position"": 2}"
P003,explorer,36,2025-10-11T03:27:41.197047,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 36, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 3}"
P003,explorer,61,2025-10-11T03:27:41.805351,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P003,explorer,97,2025-10-11T03:27:42.182312,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P003,explorer,105,2025-10-11T03:27:42.282358,joined_queue,Ride1,2,,"{""ride_name"": ""Ride1"", ""queue_position"": 2}"
P003,explorer,118,2025-10-11T03:27:42.375510,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 118, ""ride_id"": ""Ride1"", ""queue_len"": 9, ""patience_at_leave"": 3}"
P003,explorer,143,2025-10-11T03:27:42.667477,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P003,explorer,179,2025-10-11T03:27:42.750836,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P004,adventurer,40,2025-10-11T03:27:41.311437,joined_queue,Ride2,2,,"{""ride_name"": ""Ride2"", ""queue_position"": 2}"
P004,adventurer,61,2025-10-11T03:27:41.805368,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 61, ""ride_id"": ""Ride2"", ""queue_len"": 7, ""patience_at_leave"": 4}"
P004,adventurer,83,2025-10-11T03:27:42.065331,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P004,adventurer,126,2025-10-11T03:27:42.446782,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P005,family,64,2025-10-11T03:27:41.873212,joined_queue,Ride1,2,,"{""ride_name"": ""Ride1"", ""queue_position"": 2}"
P005,family,79,2025-10-11T03:27:42.031408,abandoned_queue,,,,"{""reason"": ""impatience"", ""time"": 79, ""ride_id"": ""Ride1"", ""queue_len"": 7, ""patience_at_leave"": 3}"
P005,family,99,2025-10-11T03:27:42.200411,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P005,family,102,2025-10-11T03:27:42.238536,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P005,family,138,2025-10-11T03:27:42.597137,completed_ride,,,,"{""previous_ride"": ""Ride2""}"
P005,family,168,2025-10-11T03:27:42.743728,joined_queue,Ride1,3,,"{""ride_name"": ""Ride1"", ""queue_position"": 3}"
P005,family,178,2025-10-11T03:27:42.750404,abandoned_queue,,,,"{""reason"": ""impatience""}"
P005,family,184,2025-10-11T03:27:42.757795,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P006,impatient,60,2025-10-11T03:27:41.780592,departed,,,,"{""total_rides"": 0}"
P008,adventurer,52,2025-10-11T03:27:41.558596,departed,,,,"{""total_rides"": 0}"
P009,family,81,2025-10-11T03:27:42.051144,departed,,,,"{""total_rides"": 0}"
P010,impatient,120,2025-10-11T03:27:42.395455,departed,,,,"{""total_rides"": 0}"
P011,explorer,192,2025-10-11T03:27:42.765266,departed,,,,"{""total_rides"": 0}"
P012,adventurer,19,2025-10-11T03:27:40.975111,joined_queue,Ride1,6,,"{""ride_name"": ""Ride1"", ""queue_position"": 6}"
P012,adventurer,23,2025-10-11T03:27:41.017671,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P012,adventurer,58,2025-10-11T03:27:41.737083,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
P012,adventurer,61,2025-10-11T03:27:41.805602,joined_queue,Ride1,10,,"{""ride_name"": ""Ride1"", ""queue_position"": 10}"
P012,adventurer,64,2025-10-11T03:27:41.873457,boarded_ride,Ride1,,3,"{""ride_name"": ""Ride1""}"
P012,adventurer,99,2025-10-11T03:27:42.203206,completed_ride,,,,"{""previous_ride"": ""Ride1""}"
