visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P001,family,6,2025-10-10T01:50:43.541189,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P002,impatient,8,2025-10-10T01:50:43.960788,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P008,adventurer,9,2025-10-10T01:50:44.184180,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P009,family,11,2025-10-10T01:50:44.625519,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P010,impatient,10,2025-10-10T01:50:44.403970,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P012,adventurer,6,2025-10-10T01:50:43.541292,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P013,family,11,2025-10-10T01:50:44.625535,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P018,impatient,8,2025-10-10T01:50:43.960892,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P028,adventurer,9,2025-10-10T01:50:44.184285,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P029,family,11,2025-10-10T01:50:44.625615,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P032,adventurer,9,2025-10-10T01:50:44.184307,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P035,explorer,9,2025-10-10T01:50:44.184327,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P036,adventurer,9,2025-10-10T01:50:44.184335,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P040,adventurer,9,2025-10-10T01:50:44.184364,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P044,adventurer,9,2025-10-10T01:50:44.184389,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P049,family,11,2025-10-10T01:50:44.625688,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P053,family,11,2025-10-10T01:50:44.625707,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
