step,timestamp,event_type,entity_id,details
2,2025-10-03T12:56:42.575864,patron_state_change,P030,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
2,2025-10-03T12:56:42.575879,patron_state_change,P034,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
2,2025-10-03T12:56:42.575882,patron_state_change,P039,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
2,2025-10-03T12:56:42.575884,patron_state_change,P042,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
2,2025-10-03T12:56:42.575886,patron_state_change,P047,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
2,2025-10-03T12:56:42.575888,patron_state_change,P050,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
2,2025-10-03T12:56:42.575890,patron_state_change,P051,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
2,2025-10-03T12:56:42.575891,patron_state_change,P054,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776551,patron_state_change,P004,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776568,patron_state_change,P021,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776572,patron_state_change,P024,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776576,patron_state_change,P030,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776580,patron_state_change,P034,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776583,patron_state_change,P037,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776586,patron_state_change,P038,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776588,patron_state_change,P039,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776591,patron_state_change,P042,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776594,patron_state_change,P047,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776597,patron_state_change,P050,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776600,patron_state_change,P054,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
3,2025-10-03T12:56:42.776603,patron_state_change,P056,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
3,2025-10-03T12:56:42.776605,patron_state_change,P057,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973257,patron_state_change,P004,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973268,patron_state_change,P008,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973270,patron_state_change,P012,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973272,patron_state_change,P014,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973274,patron_state_change,P015,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973276,patron_state_change,P016,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973277,patron_state_change,P017,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973279,patron_state_change,P019,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973281,patron_state_change,P021,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973282,patron_state_change,P025,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973284,patron_state_change,P040,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973286,patron_state_change,P049,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973288,patron_state_change,P052,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
4,2025-10-03T12:56:42.973289,patron_state_change,P053,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973291,patron_state_change,P056,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973292,patron_state_change,P059,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
4,2025-10-03T12:56:42.973295,ride_state_change,Ride1,"{""from_state"": ""idle"", ""to_state"": ""loading"", ""capacity"": 12, ""current_riders"": 0, ""queue_length"": 6}"
4,2025-10-03T12:56:42.973298,ride_state_change,Ride2,"{""from_state"": ""idle"", ""to_state"": ""loading"", ""capacity"": 20, ""current_riders"": 0, ""queue_length"": 4}"
5,2025-10-03T12:56:43.178217,patron_state_change,P000,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178229,patron_state_change,P003,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178231,patron_state_change,P005,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178233,patron_state_change,P017,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178235,patron_state_change,P022,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
5,2025-10-03T12:56:43.178237,patron_state_change,P029,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
5,2025-10-03T12:56:43.178238,patron_state_change,P033,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
5,2025-10-03T12:56:43.178240,patron_state_change,P035,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178241,patron_state_change,P036,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178243,patron_state_change,P040,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""aventurero"", ""position"": [1, 2]}"
5,2025-10-03T12:56:43.178245,patron_state_change,P048,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
5,2025-10-03T12:56:43.178247,patron_state_change,P058,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394175,patron_state_change,P005,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""familiar"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394187,patron_state_change,P006,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394189,patron_state_change,P007,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
6,2025-10-03T12:56:43.394215,patron_state_change,P009,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
6,2025-10-03T12:56:43.394216,patron_state_change,P010,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
6,2025-10-03T12:56:43.394218,patron_state_change,P011,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394220,patron_state_change,P020,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""aventurero"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394222,patron_state_change,P023,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394224,patron_state_change,P026,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impaciente"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394225,patron_state_change,P030,"{""from_state"": ""queueing"", ""to_state"": ""riding"", ""patron_type"": ""impaciente"", ""position"": [1, 2]}"
6,2025-10-03T12:56:43.394227,patron_state_change,P031,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394229,patron_state_change,P039,"{""from_state"": ""queueing"", ""to_state"": ""riding"", ""patron_type"": ""explorador"", ""position"": [23, 1]}"
6,2025-10-03T12:56:43.394230,patron_state_change,P041,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""familiar"", ""position"": [1, 2]}"
6,2025-10-03T12:56:43.394232,patron_state_change,P043,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorador"", ""position"": [1, 2]}"
