visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P001,family,6,2025-10-10T01:46:35.045641,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P002,impatient,8,2025-10-10T01:46:35.462360,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P008,adventurer,9,2025-10-10T01:46:35.686178,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P009,family,11,2025-10-10T01:46:36.136973,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P010,impatient,10,2025-10-10T01:46:35.908000,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P012,adventurer,6,2025-10-10T01:46:35.045736,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P013,family,11,2025-10-10T01:46:36.136988,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P018,impatient,8,2025-10-10T01:46:35.462468,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P028,adventurer,9,2025-10-10T01:46:35.686353,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P029,family,11,2025-10-10T01:46:36.137112,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P032,adventurer,9,2025-10-10T01:46:35.686384,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P035,explorer,9,2025-10-10T01:46:35.686410,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P036,adventurer,9,2025-10-10T01:46:35.686416,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P040,adventurer,9,2025-10-10T01:46:35.686454,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P044,adventurer,9,2025-10-10T01:46:35.686491,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P049,family,11,2025-10-10T01:46:36.137213,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P053,family,11,2025-10-10T01:46:36.137236,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
