step,timestamp,event_type,entity_id,details
2,2025-10-10T01:46:34.231736,patron_state_change,P001,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231757,patron_state_change,P002,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231761,patron_state_change,P010,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231764,patron_state_change,P012,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231766,patron_state_change,P013,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231769,patron_state_change,P014,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231771,patron_state_change,P018,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231774,patron_state_change,P027,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231777,patron_state_change,P035,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231779,patron_state_change,P037,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231781,patron_state_change,P041,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231784,patron_state_change,P044,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
2,2025-10-10T01:46:34.231786,patron_state_change,P046,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231789,patron_state_change,P053,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231791,patron_state_change,P054,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
2,2025-10-10T01:46:34.231793,patron_state_change,P057,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425625,patron_state_change,P001,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""family"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425639,patron_state_change,P002,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425641,patron_state_change,P003,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425643,patron_state_change,P004,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425645,patron_state_change,P005,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425646,patron_state_change,P010,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425648,patron_state_change,P012,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425650,patron_state_change,P013,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""family"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425651,patron_state_change,P015,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425653,patron_state_change,P018,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""impatient"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425655,patron_state_change,P019,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425657,patron_state_change,P024,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425659,patron_state_change,P028,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425660,patron_state_change,P032,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425662,patron_state_change,P033,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425663,patron_state_change,P035,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425665,patron_state_change,P044,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
3,2025-10-10T01:46:34.425668,patron_state_change,P051,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425669,patron_state_change,P053,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""family"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425671,patron_state_change,P055,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
3,2025-10-10T01:46:34.425673,patron_state_change,P058,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637699,patron_state_change,P028,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637713,patron_state_change,P031,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637716,patron_state_change,P032,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637718,patron_state_change,P034,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637720,patron_state_change,P038,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
4,2025-10-10T01:46:34.637722,patron_state_change,P040,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
4,2025-10-10T01:46:34.637724,patron_state_change,P047,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [23, 1]}"
4,2025-10-10T01:46:34.637725,patron_state_change,P050,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [23, 1]}"
4,2025-10-10T01:46:34.637727,patron_state_change,P056,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [23, 1]}"
4,2025-10-10T01:46:34.637731,ride_state_change,Ride1,"{""from_state"": ""idle"", ""to_state"": ""loading"", ""capacity"": 12, ""current_riders"": 0, ""queue_length"": 6}"
4,2025-10-10T01:46:34.637733,ride_state_change,Ride2,"{""from_state"": ""idle"", ""to_state"": ""loading"", ""capacity"": 20, ""current_riders"": 0, ""queue_length"": 5}"
5,2025-10-10T01:46:34.831966,patron_state_change,P011,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832002,patron_state_change,P023,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832004,patron_state_change,P025,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832006,patron_state_change,P030,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832008,patron_state_change,P036,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832010,patron_state_change,P040,"{""from_state"": ""roaming"", ""to_state"": ""queueing"", ""patron_type"": ""adventurer"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832011,patron_state_change,P045,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 2]}"
5,2025-10-10T01:46:34.832014,patron_state_change,P059,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 2]}"
6,2025-10-10T01:46:35.045929,patron_state_change,P001,"{""from_state"": ""queueing"", ""to_state"": ""riding"", ""patron_type"": ""family"", ""position"": [23, 1]}"
6,2025-10-10T01:46:35.045938,patron_state_change,P009,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [23, 1]}"
