step,timestamp,event_type,entity_id,details
2,2025-10-11T03:27:06.997164,patron_state_change,P001,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997173,patron_state_change,P002,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997176,patron_state_change,P010,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997179,patron_state_change,P012,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997182,patron_state_change,P013,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997184,patron_state_change,P014,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997187,patron_state_change,P018,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997192,patron_state_change,P027,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997195,patron_state_change,P035,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997197,patron_state_change,P037,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997200,patron_state_change,P041,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997202,patron_state_change,P044,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 35]}"
2,2025-10-11T03:27:06.997205,patron_state_change,P046,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997207,patron_state_change,P053,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997210,patron_state_change,P054,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [98, 23]}"
2,2025-10-11T03:27:06.997212,patron_state_change,P057,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003121,patron_state_change,P003,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003128,patron_state_change,P004,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003132,patron_state_change,P005,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003135,patron_state_change,P015,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003137,patron_state_change,P019,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003140,patron_state_change,P024,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [1, 35]}"
3,2025-10-11T03:27:07.003142,patron_state_change,P028,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003145,patron_state_change,P032,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003147,patron_state_change,P033,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""family"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003150,patron_state_change,P051,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003153,patron_state_change,P055,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [98, 23]}"
3,2025-10-11T03:27:07.003156,patron_state_change,P058,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009694,patron_state_change,P031,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009701,patron_state_change,P034,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009703,patron_state_change,P038,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009705,patron_state_change,P040,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [98, 23]}"
4,2025-10-11T03:27:07.009706,patron_state_change,P047,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009708,patron_state_change,P050,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""impatient"", ""position"": [1, 35]}"
4,2025-10-11T03:27:07.009709,patron_state_change,P056,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""adventurer"", ""position"": [98, 23]}"
5,2025-10-11T03:27:07.014811,patron_state_change,P011,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
5,2025-10-11T03:27:07.014815,patron_state_change,P023,"{""from_state"": ""spawning"", ""to_state"": ""roaming"", ""patron_type"": ""explorer"", ""position"": [1, 35]}"
