visitor_id,visitor_type,step,timestamp,event_type,ride_name,queue_position,wait_time,details
P001,family,6,2025-10-10T01:40:19.367792,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P002,impatient,8,2025-10-10T01:40:19.779506,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P008,adventurer,9,2025-10-10T01:40:20.001876,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P009,family,11,2025-10-10T01:40:20.451348,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P010,impatient,10,2025-10-10T01:40:20.224356,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P012,adventurer,6,2025-10-10T01:40:19.367860,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P013,family,11,2025-10-10T01:40:20.451362,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P018,impatient,8,2025-10-10T01:40:19.779592,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P028,adventurer,9,2025-10-10T01:40:20.001971,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P029,family,11,2025-10-10T01:40:20.451457,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P032,adventurer,9,2025-10-10T01:40:20.001986,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P035,explorer,9,2025-10-10T01:40:20.001998,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P036,adventurer,9,2025-10-10T01:40:20.001999,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P040,adventurer,9,2025-10-10T01:40:20.002020,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P044,adventurer,9,2025-10-10T01:40:20.002037,boarded_ride,Ride1,,,"{""ride_name"": ""Ride1""}"
P049,family,11,2025-10-10T01:40:20.451521,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
P053,family,11,2025-10-10T01:40:20.451533,boarded_ride,Ride2,,,"{""ride_name"": ""Ride2""}"
